Marke,Modell,Farbe,Erstzulassung,Jahr,Preis (Euro),Leistung (kW),Leistung (PS),Getriebe,Kraftstoff,Verbrauch (l/100 km),Verbrauch (g/km),Kilometerstand (km)
skoda,Skoda Octavia,grau,02/2020,2020,21950,110.0,150.0,Automatik,Benzin,5.0,113.0,83025.0
skoda,Skoda Superb,grau,04/2020,2020,26981,140.0,190.0,Automatik,Diesel,5.9,156.0,66500.0
skoda,Skoda Octavia,grau,07/2020,2020,18950,85.0,116.0,Schaltgetriebe,Benzin,4.7,107.0,48843.0
skoda,Skoda Kodiaq,grau,07/2020,2020,38690,176.0,239.0,Automatik,Diesel,6.2,163.0,99500.0
skoda,Skoda Octavia,grau,02/2020,2020,33300,135.0,184.0,Automatik,Diesel,5.0,132.0,54073.0
skoda,Skoda Octavia,grau,02/2020,2020,29980,135.0,184.0,Automatik,Diesel,6.5,169.0,61391.0
skoda,Skoda Kamiq,grau,03/2020,2020,23910,110.0,150.0,Automatik,Benzin,5.0,115.0,60570.0
skoda,Skoda Superb,grau,01/2020,2020,23760,140.0,190.0,Automatik,Diesel,5.2,172.0,148143.0
skoda,Skoda Karoq,grau,09/2020,2020,29990,110.0,150.0,Automatik,Benzin,7.1,164.0,61565.0
skoda,Skoda Kamiq,grau,05/2020,2020,22830,85.0,116.0,Automatik,Benzin,4.9,111.0,29822.0
skoda,Skoda Octavia,grau,12/2020,2020,33465,150.0,204.0,Automatik,Hybrid,,,13804.0
skoda,Skoda Kodiaq,grau,01/2020,2020,29440,140.0,190.0,Automatik,Diesel,5.5,145.0,105898.0
skoda,Skoda Fabia,grau,12/2020,2020,16988,81.0,110.0,Schaltgetriebe,Benzin,5.6,127.0,18990.0
skoda,Skoda Superb,grau,07/2020,2020,35870,140.0,190.0,Automatik,Diesel,4.9,129.0,22687.0
skoda,Skoda Superb,grau,02/2020,2020,36650,140.0,190.0,Automatik,Benzin,6.2,140.0,27764.0
skoda,Skoda Scala,grau,02/2020,2020,17890,85.0,116.0,Automatik,Benzin,5.0,115.0,70200.0
skoda,Skoda Kodiaq,grau,03/2020,2020,29990,140.0,190.0,Automatik,Diesel,,,75100.0
skoda,Skoda Karoq,grau,01/2020,2020,28980,140.0,190.0,Automatik,Diesel,5.0,132.0,83587.0
skoda,Skoda Karoq,grau,07/2020,2020,27680,110.0,150.0,Schaltgetriebe,Benzin,7.2,163.0,26044.0
skoda,Skoda Octavia,grau,01/2020,2020,29480,135.0,184.0,Automatik,Diesel,5.0,132.0,59288.0
skoda,Skoda Kodiaq,grau,02/2020,2020,30950,176.0,239.0,Automatik,Diesel,6.2,163.0,161103.0
skoda,Skoda Octavia,grau,02/2020,2020,26590,180.0,245.0,Automatik,Benzin,6.3,144.0,67291.0
skoda,Skoda Superb,grau,08/2020,2020,27480,160.0,218.0,Automatik,Hybrid,1.5,35.0,61000.0
skoda,Skoda Superb,grau,02/2020,2020,26990,110.0,150.0,Automatik,Diesel,4.7,123.0,80000.0
skoda,Skoda Octavia,grau,05/2020,2020,21700,135.0,184.0,Automatik,Diesel,5.3,139.0,169000.0
skoda,Skoda Scala,grau,01/2020,2020,20980,85.0,116.0,Automatik,Benzin,4.7,108.0,34302.0
skoda,Skoda Superb,grau,03/2020,2020,27880,140.0,190.0,Automatik,Diesel,4.4,154.0,71390.0
skoda,Skoda Kodiaq,grau,06/2020,2020,39345,176.0,239.0,Automatik,Diesel,6.2,163.0,78100.0
skoda,Skoda Octavia,grau,04/2020,2020,21680,110.0,150.0,Automatik,Diesel,5.8,151.0,57500.0
skoda,Skoda Kamiq,grau,10/2020,2020,22480,85.0,116.0,Schaltgetriebe,Benzin,,,16450.0
skoda,Skoda Kodiaq,grau,01/2020,2020,37500,140.0,190.0,Automatik,Diesel,5.4,,51400.0
skoda,Skoda Kodiaq,grau,05/2020,2020,30900,140.0,190.0,Automatik,Diesel,5.7,151.0,50513.0
skoda,Skoda Octavia,grau,03/2020,2020,25850,135.0,184.0,Automatik,Diesel,,0.0,85657.0
skoda,Skoda Kodiaq,grau,03/2020,2020,32970,140.0,190.0,Automatik,Diesel,5.4,143.0,63958.0
skoda,Skoda Octavia,grau,09/2020,2020,27990,110.0,150.0,Schaltgetriebe,Benzin,4.8,111.0,6000.0
skoda,Skoda Karoq,grau,08/2020,2020,27950,110.0,150.0,Automatik,Benzin,5.3,120.0,30000.0
skoda,Skoda Kamiq,grau,05/2020,2020,23570,110.0,150.0,Automatik,Benzin,6.3,142.0,47850.0
skoda,Skoda Kodiaq,grau,04/2020,2020,27400,110.0,150.0,Automatik,Diesel,4.8,125.0,74300.0
skoda,Skoda Kamiq,grau,02/2020,2020,20680,110.0,150.0,Schaltgetriebe,Benzin,4.8,110.0,41250.0
skoda,Skoda Superb,grau,10/2020,2020,40000,200.0,272.0,Automatik,Benzin,,,25000.0
skoda,Skoda Scala,grau,08/2020,2020,16890,70.0,95.0,Schaltgetriebe,Benzin,5.0,125.0,21500.0
skoda,Skoda Scala,grau,12/2020,2020,18890,85.0,116.0,Schaltgetriebe,Benzin,4.9,111.0,26759.0
skoda,Skoda Octavia,grau,02/2020,2020,27870,136.0,185.0,Automatik,Diesel,6.6,172.0,50000.0
skoda,Skoda Octavia,grau,08/2020,2020,24990,110.0,150.0,Schaltgetriebe,Benzin,4.9,111.0,16528.0
skoda,Skoda Superb,grau,03/2020,2020,24980,160.0,218.0,Automatik,Hybrid,,152.0,76510.0
skoda,Skoda Scala,grau,02/2020,2020,15980,85.0,116.0,Schaltgetriebe,Benzin,5.0,113.0,89520.0
skoda,Skoda Kodiaq,grau,02/2020,2020,38490,140.0,190.0,Automatik,Diesel,,,44707.0
skoda,Skoda Scala,grau,03/2020,2020,19490,85.0,116.0,Automatik,Diesel,4.1,107.0,70500.0
skoda,Skoda Octavia,grau,09/2020,2020,24450,110.0,150.0,Automatik,Benzin,4.8,110.0,20210.0
skoda,Skoda Kodiaq,grau,03/2020,2020,37950,140.0,190.0,Automatik,Benzin,9.3,213.0,51554.0
skoda,Skoda Karoq,grau,02/2020,2020,27890,110.0,150.0,Automatik,Benzin,5.6,124.0,27916.0
skoda,Skoda Karoq,grau,06/2020,2020,27980,110.0,150.0,Automatik,Benzin,7.2,164.0,39822.0
skoda,Skoda Octavia,grau,03/2020,2020,21980,110.0,150.0,Automatik,Diesel,4.2,110.0,85086.0
skoda,Skoda Octavia,grau,06/2020,2020,25490,135.0,184.0,Automatik,Diesel,6.3,166.0,108803.0
skoda,Skoda Octavia,grau,02/2020,2020,28785,180.0,245.0,Automatik,Benzin,6.3,144.0,56900.0
skoda,Skoda Octavia,grau,02/2020,2020,26850,135.0,184.0,Automatik,Diesel,6.4,168.0,56877.0
skoda,Skoda Karoq,grau,01/2020,2020,39990,110.0,150.0,Automatik,Benzin,,,34450.0
skoda,Skoda Superb,grau,06/2020,2020,39830,200.0,272.0,Automatik,Benzin,7.1,161.0,35520.0
skoda,Skoda Kodiaq,grau,05/2020,2020,24777,176.0,239.0,Automatik,Diesel,6.2,163.0,84595.0
skoda,Skoda Kamiq,grau,05/2020,2020,27980,110.0,150.0,Schaltgetriebe,Benzin,4.8,110.0,17500.0
skoda,Skoda Octavia,grau,06/2020,2020,33980,135.0,184.0,Automatik,Diesel,5.3,139.0,69815.0
skoda,Skoda Superb,grau,01/2020,2020,24780,160.0,218.0,Automatik,Hybrid,1.5,34.0,46112.0
skoda,Skoda Superb,grau,02/2020,2020,36990,140.0,190.0,Automatik,Diesel,4.4,117.0,103260.0
skoda,Skoda Kodiaq,grau,03/2020,2020,28950,140.0,190.0,Automatik,Diesel,5.4,143.0,45976.0
skoda,Skoda Superb,grau,01/2020,2020,36990,110.0,150.0,Automatik,Diesel,3.9,102.0,20353.0
skoda,Skoda Kodiaq,grau,01/2020,2020,32970,140.0,190.0,Automatik,Benzin,6.9,200.0,70423.0
skoda,Skoda Kodiaq,grau,01/2020,2020,21460,140.0,190.0,Automatik,Diesel,5.4,143.0,98000.0
skoda,Skoda Scala,grau,02/2020,2020,21470,110.0,150.0,Automatik,Benzin,5.0,115.0,69903.0
skoda,Skoda Karoq,grau,06/2020,2020,30990,110.0,150.0,Automatik,Benzin,6.1,138.0,27608.0
skoda,Skoda Superb,grau,04/2020,2020,31899,140.0,190.0,Automatik,Diesel,4.4,117.0,76481.0
skoda,Skoda Kodiaq,grau,06/2020,2020,29900,140.0,190.0,Automatik,Diesel,5.4,143.0,131500.0
skoda,Skoda Kamiq,grau,01/2020,2020,23670,110.0,150.0,Automatik,Benzin,,,41237.0
skoda,Skoda Kodiaq,grau,02/2020,2020,40990,140.0,190.0,Automatik,Benzin,6.8,154.0,24750.0
skoda,Skoda Kamiq,grau,05/2020,2020,24777,110.0,150.0,Schaltgetriebe,Benzin,4.8,110.0,17500.0
skoda,Skoda Superb,grau,04/2020,2020,25790,110.0,150.0,Automatik,Diesel,,,83500.0
skoda,Skoda Octavia,grau,06/2020,2020,21430,135.0,184.0,Automatik,Diesel,5.0,132.0,152030.0
skoda,Skoda Karoq,grau,06/2020,2020,36930,140.0,190.0,Automatik,Benzin,7.0,158.0,22908.0
skoda,Skoda Superb,grau,02/2020,2020,29990,115.0,156.0,Automatik,Hybrid,1.5,35.0,68820.0
skoda,Skoda Kamiq,grau,10/2020,2020,24990,110.0,150.0,Schaltgetriebe,Benzin,4.8,111.0,21161.0
skoda,Skoda Fabia,grau,12/2020,2020,15290,81.0,110.0,Schaltgetriebe,Benzin,4.6,104.0,61215.0
skoda,Skoda Kodiaq,grau,03/2020,2020,29480,140.0,190.0,Automatik,Diesel,5.7,151.0,101920.0
skoda,Skoda Kodiaq,grau,02/2020,2020,39970,176.0,239.0,Automatik,Diesel,6.2,163.0,80000.0
skoda,Skoda Kodiaq,grau,08/2020,2020,43800,140.0,190.0,Automatik,Benzin,6.4,153.0,9800.0
skoda,Skoda Kodiaq,grau,04/2020,2020,35980,176.0,239.0,Automatik,Diesel,7.9,208.0,98310.0
skoda,Skoda Fabia,grau,03/2020,2020,10440,70.0,95.0,Schaltgetriebe,Benzin,4.5,102.0,115880.0
skoda,Skoda Octavia,grau,05/2020,2020,32180,180.0,245.0,Automatik,Benzin,6.3,144.0,41495.0
skoda,Skoda Superb,grau,04/2020,2020,35777,140.0,190.0,Automatik,Diesel,4.9,129.0,56000.0
skoda,Skoda Karoq,grau,03/2020,2020,34990,140.0,190.0,Automatik,Benzin,6.6,151.0,31786.0
skoda,Skoda Karoq,grau,12/2020,2020,31990,110.0,150.0,Automatik,Benzin,5.6,119.0,17436.0
skoda,Skoda Kamiq,grau,09/2020,2020,22495,85.0,116.0,Automatik,Benzin,,111.0,24000.0
skoda,Skoda Kodiaq,grau,01/2020,2020,25990,110.0,150.0,Automatik,Sonstige,,139.0,97500.0
skoda,Skoda Kamiq,grau,05/2020,2020,18850,85.0,116.0,Schaltgetriebe,Benzin,,0.0,30000.0
skoda,Skoda Octavia,grau,03/2020,2020,25950,135.0,184.0,Automatik,Diesel,,0.0,85055.0
skoda,Skoda Octavia,grau,01/2020,2020,27880,135.0,184.0,Automatik,Diesel,5.3,139.0,69729.0
skoda,Skoda Kodiaq,grau,06/2020,2020,34989,140.0,190.0,Automatik,Benzin,6.7,153.0,26295.0
skoda,Skoda Superb,grau,05/2020,2020,39990,200.0,272.0,Automatik,Benzin,7.1,162.0,44000.0
skoda,Skoda Kodiaq,grau,11/2020,2020,38690,147.0,200.0,Automatik,Diesel,5.4,143.0,71200.0
skoda,Skoda Kodiaq,grau,11/2020,2020,33990,140.0,190.0,Automatik,Diesel,5.4,143.0,35000.0
skoda,Skoda Superb,grau,01/2020,2020,17490,88.0,120.0,Automatik,Diesel,4.3,112.0,143000.0
skoda,Skoda Superb,grau,04/2020,2020,30890,115.0,156.0,Automatik,Hybrid,1.5,35.0,24339.0
skoda,Skoda Kodiaq,grau,02/2020,2020,35950,140.0,190.0,Automatik,Diesel,6.8,177.0,25700.0
skoda,Skoda Octavia,grau,04/2020,2020,31930,180.0,245.0,Automatik,Benzin,6.2,141.0,29657.0
skoda,Skoda Karoq,grau,03/2020,2020,28998,110.0,150.0,Automatik,Benzin,5.6,124.0,16350.0
skoda,Skoda Octavia,grau,12/2020,2020,22450,85.0,116.0,Schaltgetriebe,Diesel,,,34500.0
skoda,Skoda Octavia,grau,05/2020,2020,31980,180.0,245.0,Automatik,Benzin,6.3,144.0,41495.0
skoda,Skoda Scala,grau,03/2020,2020,18990,85.0,116.0,Automatik,Benzin,,0.0,15900.0
skoda,Skoda Kamiq,grau,05/2020,2020,24777,110.0,150.0,Schaltgetriebe,Benzin,4.8,110.0,17500.0
skoda,Skoda Karoq,grau,07/2020,2020,26680,110.0,150.0,Schaltgetriebe,Benzin,7.2,163.0,26044.0
skoda,Skoda Kodiaq,grau,01/2020,2020,30770,110.0,150.0,Automatik,Diesel,6.2,162.0,106580.0
skoda,Skoda Karoq,grau,05/2020,2020,28988,110.0,150.0,Automatik,Benzin,6.4,120.0,34898.0
skoda,Skoda Octavia,grau,04/2020,2020,17990,110.0,150.0,Schaltgetriebe,Diesel,4.3,114.0,109811.0
skoda,Skoda Kamiq,grau,02/2020,2020,15980,70.0,95.0,Schaltgetriebe,Benzin,5.0,113.0,157600.0
skoda,Skoda Kodiaq,grau,02/2020,2020,40950,176.0,239.0,Automatik,Diesel,7.6,200.0,65680.0
skoda,Skoda Karoq,grau,03/2020,2020,25990,110.0,150.0,Automatik,Benzin,5.6,124.0,62040.0
skoda,Skoda Kodiaq,grau,10/2020,2020,29990,110.0,150.0,Automatik,Benzin,5.7,129.0,65685.0
skoda,Skoda Octavia,grau,02/2020,2020,33930,135.0,184.0,Automatik,Diesel,6.3,166.0,29900.0
skoda,Skoda Octavia,grau,01/2020,2020,31930,180.0,245.0,Automatik,Benzin,6.3,144.0,34200.0
skoda,Skoda Kodiaq,grau,06/2020,2020,41890,176.0,239.0,Automatik,Diesel,6.2,163.0,49950.0
skoda,Skoda Karoq,grau,01/2020,2020,28980,110.0,150.0,Automatik,Diesel,5.5,144.0,36152.0
skoda,Skoda Kodiaq,grau,06/2020,2020,34990,140.0,190.0,Automatik,Diesel,5.7,150.0,29500.0
skoda,Skoda Kodiaq,grau,02/2020,2020,30890,140.0,190.0,Automatik,Diesel,7.1,186.5,94660.0
skoda,Skoda Octavia,grau,10/2020,2020,28989,135.0,184.0,Automatik,Diesel,6.3,165.0,64597.0
skoda,Skoda Fabia,grau,04/2020,2020,17180,81.0,110.0,Schaltgetriebe,Benzin,4.6,104.0,28231.0
skoda,Skoda Fabia,grau,03/2020,2020,14995,70.0,95.0,Schaltgetriebe,Benzin,4.5,103.0,27145.0
skoda,Skoda Kodiaq,grau,02/2020,2020,19999,110.0,150.0,Automatik,Diesel,4.9,128.0,239273.0
skoda,Skoda Karoq,grau,02/2020,2020,30459,140.0,190.0,Automatik,Diesel,6.7,176.0,37610.0
skoda,Skoda Scala,grau,05/2020,2020,18280,85.0,116.0,Automatik,Diesel,5.1,134.0,78142.0
skoda,Skoda Kodiaq,grau,01/2020,2020,38870,140.0,190.0,Automatik,Benzin,,,41265.0
skoda,Skoda Kodiaq,grau,06/2020,2020,41660,176.0,239.0,Automatik,Diesel,6.2,164.0,53846.0
skoda,Skoda Karoq,grau,02/2020,2020,26950,110.0,150.0,Automatik,Benzin,5.6,124.0,16514.0
skoda,Skoda Kodiaq,grau,06/2020,2020,36889,140.0,190.0,Automatik,Benzin,6.7,153.0,26268.0
skoda,Skoda Kodiaq,grau,01/2020,2020,37980,110.0,150.0,Schaltgetriebe,Benzin,6.0,137.0,35000.0
skoda,Skoda Superb,grau,02/2020,2020,37390,200.0,272.0,Automatik,Benzin,7.1,161.0,54066.0
skoda,Skoda Superb,grau,01/2020,2020,35980,200.0,272.0,Automatik,Benzin,8.9,200.0,57386.0
skoda,Skoda Karoq,grau,04/2020,2020,30220,140.0,190.0,Automatik,Diesel,5.0,133.0,54476.0
skoda,Skoda Karoq,grau,04/2020,2020,27900,140.0,190.0,Automatik,Diesel,5.0,132.0,99200.0
skoda,Skoda Kamiq,grau,06/2020,2020,21980,85.0,116.0,Automatik,Benzin,5.0,113.0,67960.0
skoda,Skoda Kamiq,grau,06/2020,2020,20980,85.0,116.0,Automatik,Benzin,5.0,113.0,67960.0
skoda,Skoda Scala,grau,04/2020,2020,20960,85.0,116.0,Schaltgetriebe,Diesel,4.1,107.0,30530.0
skoda,Skoda Kamiq,grau,02/2020,2020,24300,110.0,150.0,Automatik,Benzin,5.0,115.0,53550.0
skoda,Skoda Kodiaq,grau,01/2020,2020,19980,110.0,150.0,Automatik,Diesel,,159.0,176184.0
skoda,Skoda Karoq,grau,06/2020,2020,32888,140.0,190.0,Automatik,Benzin,8.4,190.0,23650.0
skoda,Skoda Karoq,grau,08/2020,2020,32840,140.0,190.0,Automatik,Diesel,5.0,177.0,30585.0
skoda,Skoda Karoq,grau,05/2020,2020,29980,110.0,150.0,Automatik,Benzin,5.3,120.0,16764.0
skoda,Skoda Karoq,grau,03/2020,2020,31990,140.0,190.0,Automatik,Diesel,5.0,132.0,57000.0
skoda,Skoda Octavia,grau,01/2020,2020,29680,135.0,184.0,Automatik,Diesel,5.0,132.0,59288.0
skoda,Skoda Karoq,grau,06/2020,2020,30940,140.0,190.0,Automatik,Diesel,5.0,132.0,78870.0
skoda,Skoda Kodiaq,grau,03/2020,2020,33950,140.0,190.0,Automatik,Benzin,6.8,154.0,79555.0
skoda,Skoda Superb,grau,01/2020,2020,26990,140.0,190.0,Automatik,Benzin,6.2,141.0,96420.0
skoda,Skoda Superb,grau,08/2020,2020,36984,140.0,190.0,Automatik,Diesel,4.4,117.0,50011.0
skoda,Skoda Superb,grau,09/2020,2020,27895,160.0,218.0,Automatik,Hybrid,,,34200.0
skoda,Skoda Kodiaq,grau,03/2020,2020,29960,110.0,150.0,Automatik,Benzin,6.0,136.0,58124.0
skoda,Skoda Superb,grau,03/2020,2020,30890,140.0,190.0,Automatik,Diesel,4.9,129.0,72684.0
skoda,Skoda Karoq,grau,02/2020,2020,29970,110.0,150.0,Automatik,Diesel,6.6,174.4,35636.0
skoda,Skoda Superb,grau,04/2020,2020,32990,140.0,190.0,Automatik,Benzin,6.2,0.0,78302.0
skoda,Skoda Fabia,grau,12/2020,2020,17450,81.0,110.0,Schaltgetriebe,Benzin,,0.0,14500.0
skoda,Skoda Fabia,grau,05/2020,2020,12990,55.0,75.0,Schaltgetriebe,Benzin,4.0,111.0,46708.0
skoda,Skoda Scala,grau,11/2020,2020,23990,85.0,116.0,Automatik,Benzin,5.1,116.0,10.0
skoda,Skoda Scala,grau,03/2020,2020,18860,85.0,116.0,Schaltgetriebe,Diesel,4.7,122.0,60120.0
skoda,Skoda Kodiaq,grau,02/2020,2020,37860,176.0,239.0,Automatik,Diesel,7.6,200.0,84515.0
skoda,Skoda Octavia,grau,06/2020,2020,26370,110.0,150.0,Automatik,Benzin,,,19795.0
skoda,Skoda Scala,grau,04/2020,2020,20830,110.0,150.0,Schaltgetriebe,Benzin,4.8,108.0,64390.0
skoda,Skoda Kodiaq,grau,04/2020,2020,35560,110.0,150.0,Schaltgetriebe,Diesel,5.3,139.0,34975.0
skoda,Skoda Scala,grau,02/2020,2020,21970,85.0,116.0,Automatik,Diesel,4.1,108.0,47000.0
skoda,Skoda Superb,grau,01/2020,2020,23980,140.0,190.0,Automatik,Diesel,4.6,121.0,120037.0
skoda,Skoda Karoq,grau,03/2020,2020,25980,110.0,150.0,Automatik,Diesel,4.9,130.0,86383.0
skoda,Skoda Karoq,grau,09/2020,2020,33440,140.0,190.0,Automatik,Diesel,6.8,177.0,88000.0
skoda,Skoda Kodiaq,grau,07/2020,2020,38900,140.0,190.0,Automatik,Diesel,5.7,,68000.0
skoda,Skoda Octavia,grau,11/2020,2020,36450,180.0,245.0,Automatik,Benzin,,0.0,23932.0
skoda,Skoda Kodiaq,grau,03/2020,2020,33950,140.0,190.0,Automatik,Diesel,5.7,150.0,108309.0
skoda,Skoda Fabia,grau,08/2020,2020,17480,70.0,95.0,Schaltgetriebe,Benzin,4.6,105.0,19221.0
skoda,Skoda Kamiq,grau,04/2020,2020,23440,110.0,150.0,Schaltgetriebe,Benzin,5.9,135.4,37205.0
skoda,Skoda Superb,grau,02/2020,2020,27870,140.0,190.0,Automatik,Diesel,4.5,155.0,67930.0
skoda,Skoda Octavia,grau,02/2020,2020,30480,135.0,184.0,Automatik,Diesel,6.4,167.0,35300.0
skoda,Skoda Scala,grau,02/2020,2020,16990,85.0,116.0,Schaltgetriebe,Diesel,4.1,106.0,69650.0
skoda,Skoda Fabia,grau,02/2020,2020,15990,70.0,95.0,Schaltgetriebe,Benzin,4.5,103.0,28950.0
skoda,Skoda Kodiaq,grau,08/2020,2020,29790,110.0,150.0,Automatik,Diesel,5.2,136.0,55750.0
skoda,Skoda Kamiq,grau,06/2020,2020,21890,85.0,116.0,Automatik,Benzin,4.9,111.0,28990.0
skoda,Skoda Scala,grau,09/2020,2020,19480,85.0,116.0,Automatik,Diesel,4.1,107.0,21900.0
skoda,Skoda Kodiaq,grau,09/2020,2020,30890,110.0,150.0,Automatik,Benzin,5.7,167.0,10692.0
skoda,Skoda Kodiaq,grau,04/2020,2020,31924,110.0,150.0,Automatik,Diesel,,,61550.0
skoda,Skoda Fabia,grau,12/2020,2020,15490,81.0,110.0,Schaltgetriebe,Benzin,4.6,104.0,63899.0
skoda,Skoda Scala,grau,09/2020,2020,23400,110.0,150.0,Automatik,Benzin,6.3,143.0,65858.0
skoda,Skoda Karoq,grau,03/2020,2020,28450,110.0,150.0,Automatik,Benzin,6.8,154.0,35190.0
skoda,Skoda Octavia,grau,04/2020,2020,25990,180.0,245.0,Automatik,Benzin,6.3,144.0,96130.0
skoda,Skoda Fabia,grau,10/2020,2020,16270,70.0,95.0,Schaltgetriebe,Benzin,4.5,102.0,33700.0
skoda,Skoda Octavia,grau,02/2020,2020,25870,135.0,184.0,Automatik,Diesel,6.4,168.0,93390.0
skoda,Skoda Octavia,grau,02/2020,2020,29990,140.0,190.0,Automatik,Benzin,6.5,148.0,26250.0
skoda,Skoda Kamiq,grau,01/2020,2020,21444,85.0,116.0,Automatik,Diesel,4.3,112.0,47700.0
skoda,Skoda Kodiaq,grau,08/2020,2020,22990,110.0,150.0,Schaltgetriebe,Benzin,5.7,131.0,82950.0
skoda,Skoda Octavia,grau,08/2020,2020,24490,110.0,150.0,Automatik,Benzin,5.0,113.0,23600.0
skoda,Skoda Karoq,grau,04/2020,2020,24660,110.0,150.0,Schaltgetriebe,Benzin,6.4,152.0,62864.0
skoda,Skoda Octavia,grau,03/2020,2020,19999,85.0,116.0,Schaltgetriebe,Benzin,4.7,107.0,68900.0
skoda,Skoda Superb,grau,09/2020,2020,38949,110.0,150.0,Automatik,Diesel,4.0,104.0,25148.0
skoda,Skoda Karoq,grau,02/2020,2020,29760,110.0,150.0,Automatik,Diesel,4.9,130.0,60462.0
skoda,Skoda Superb,grau,12/2020,2020,39499,160.0,218.0,Automatik,Hybrid,1.5,35.0,22439.0
skoda,Skoda Kamiq,grau,02/2020,2020,23870,85.0,116.0,Automatik,Benzin,6.1,139.0,45774.0
skoda,Skoda Karoq,grau,06/2020,2020,30490,110.0,150.0,Automatik,Benzin,5.6,124.0,22850.0
skoda,Skoda Karoq,grau,06/2020,2020,26999,110.0,150.0,Automatik,Benzin,5.4,120.0,47500.0
skoda,Skoda Octavia,grau,05/2020,2020,22990,110.0,150.0,Schaltgetriebe,Diesel,,136.0,56861.0
skoda,Skoda Superb,grau,03/2020,2020,31380,115.0,156.0,Automatik,Hybrid,,35.0,48330.0
skoda,Skoda Octavia,grau,02/2020,2020,22870,110.0,150.0,Schaltgetriebe,Diesel,,,47524.0
skoda,Skoda Kodiaq,grau,03/2020,2020,34930,140.0,190.0,Automatik,Benzin,4.9,128.0,64122.0
skoda,Skoda Kodiaq,grau,03/2020,2020,37000,140.0,190.0,Automatik,Diesel,5.7,,71000.0
skoda,Skoda Kamiq,grau,10/2020,2020,22480,85.0,116.0,Schaltgetriebe,Benzin,,0.0,16450.0
skoda,Skoda Karoq,grau,03/2020,2020,24900,110.0,150.0,Automatik,Diesel,5.0,127.0,93500.0
skoda,Skoda Octavia,grau,07/2020,2020,28940,110.0,150.0,Automatik,Diesel,,,52145.0
skoda,Skoda Kodiaq,grau,07/2020,2020,34950,140.0,190.0,Automatik,Diesel,5.4,143.0,97879.0
skoda,Skoda Superb,grau,05/2020,2020,32970,140.0,190.0,Automatik,Diesel,4.9,129.0,84000.0
skoda,Skoda Octavia,grau,06/2020,2020,27470,110.0,150.0,Automatik,Benzin,,,19795.0
skoda,Skoda Scala,grau,03/2020,2020,19500,85.0,116.0,Schaltgetriebe,Benzin,4.9,111.0,48944.0
skoda,Skoda Scala,grau,04/2020,2020,19980,110.0,150.0,Schaltgetriebe,Benzin,5.9,133.0,72815.0
skoda,Skoda Scala,grau,08/2020,2020,20480,110.0,150.0,Schaltgetriebe,Benzin,4.8,108.0,30000.0
skoda,Skoda Kodiaq,grau,02/2020,2020,36150,140.0,190.0,Automatik,Diesel,6.8,177.0,25700.0
skoda,Skoda Superb,grau,10/2020,2020,33290,115.0,156.0,Automatik,Hybrid,1.5,35.0,29044.0
skoda,Skoda Superb,grau,08/2020,2020,33900,115.0,156.0,Automatik,Hybrid,1.5,35.0,31535.0
skoda,Skoda Karoq,grau,04/2020,2020,27540,110.0,150.0,Automatik,Benzin,,0.0,34800.0
skoda,Skoda Octavia,grau,10/2020,2020,23699,110.0,150.0,Automatik,Diesel,3.7,97.0,79950.0
skoda,Skoda Superb,grau,01/2020,2020,23900,110.0,150.0,Automatik,Diesel,3.9,102.0,107970.0
skoda,Skoda Superb,grau,10/2020,2020,30450,160.0,218.0,Automatik,Hybrid,1.7,38.0,25097.0
skoda,Skoda Superb,grün,05/2020,2020,26990,140.0,190.0,Automatik,Diesel,6.5,170.0,137000.0
skoda,Skoda Octavia,grün,01/2020,2020,19550,110.0,150.0,Automatik,Benzin,5.0,113.0,25150.0
skoda,Skoda Karoq,grün,03/2020,2020,25900,110.0,150.0,Schaltgetriebe,Benzin,5.2,118.0,80574.0
skoda,Skoda Kodiaq,grün,09/2020,2020,29990,110.0,150.0,Automatik,Benzin,5.7,171.0,91586.0
skoda,Skoda Citigo,grün,01/2020,2020,16150,61.0,83.0,Automatik,Elektro,,,47500.0
skoda,Skoda Fabia,grün,10/2020,2020,13980,70.0,95.0,Schaltgetriebe,Benzin,4.5,103.0,77080.0
skoda,Skoda Citigo,grün,02/2020,2020,17500,61.0,83.0,Automatik,Elektro,,,40000.0
skoda,Skoda Karoq,grün,09/2020,2020,38490,110.0,150.0,Automatik,Diesel,5.5,144.0,30500.0
skoda,Skoda Octavia,grün,12/2020,2020,17950,81.0,110.0,Automatik,Diesel,3.8,,105000.0
skoda,Skoda Scala,grün,08/2020,2020,20980,110.0,150.0,Automatik,Benzin,4.9,112.0,69600.0
skoda,Skoda Superb,grün,09/2020,2020,26990,140.0,190.0,Automatik,Diesel,5.0,132.0,131650.0
skoda,Skoda Superb,grün,06/2020,2020,28450,160.0,218.0,Automatik,Benzin,1.5,30.0,69800.0
skoda,Skoda Kamiq,grün,10/2020,2020,24950,85.0,116.0,Automatik,Benzin,,0.0,24100.0
skoda,Skoda Superb,grün,06/2020,2020,28450,160.0,218.0,Automatik,Hybrid,1.5,30.0,69800.0
skoda,Skoda Superb,grün,01/2020,2020,23950,140.0,190.0,Automatik,Diesel,4.6,121.0,133990.0
skoda,Skoda Kamiq,grün,08/2020,2020,23280,85.0,116.0,Schaltgetriebe,Benzin,,,24670.0
skoda,Skoda Scala,grün,03/2020,2020,21180,85.0,116.0,Schaltgetriebe,Diesel,4.1,107.0,47424.0
