Marke,Modell,Farbe,Erstzulassung,Jahr,Preis (Euro),Leistung (kW),Leistung (PS),Getriebe,Kraftstoff,Verbrauch (l/100 km),Verbrauch (g/km),Kilometerstand (km)
audi,Audi e-tron,blau,10/2020,2020,59950,300.0,408.0,Automatik,Elektro,,,13100.0
audi,Audi A6,blau,02/2020,2020,34899,120.0,163.0,Automatik,Diesel,4.3,112.0,143200.0
audi,Audi A6,blau,01/2020,2020,49899,250.0,340.0,Automatik,Benzin,7.4,174.0,38984.0
audi,Audi RS Q8,blau,02/2020,2020,179900,588.0,799.0,Automatik,Benzin,12.1,277.0,64999.0
audi,Audi TTS,blau,08/2020,2020,46250,225.0,306.0,Automatik,Benzin,7.6,165.0,34850.0
audi,Audi Q5,blau,10/2020,2020,39947,170.0,231.0,Automatik,Diesel,8.3,217.0,46922.0
audi,Audi S7,blau,05/2020,2020,79980,257.0,349.0,Automatik,Diesel,6.5,208.0,32085.0
audi,Audi e-tron,blau,02/2020,2020,61880,300.0,408.0,Automatik,Elektro,,0.0,28694.0
audi,Audi Q5,blau,09/2020,2020,44777,220.0,299.0,Automatik,Hybrid,,0.0,58000.0
audi,Audi e-tron,blau,10/2020,2020,77800,370.0,503.0,Automatik,Elektro,,,35800.0
audi,Audi Q5,blau,05/2020,2020,36990,170.0,231.0,Automatik,Diesel,6.3,165.0,157230.0
audi,Audi e-tron,blau,03/2020,2020,56990,300.0,408.0,Automatik,Elektro,,,71011.0
audi,Audi A6,blau,12/2020,2020,41920,220.0,299.0,Automatik,Hybrid,1.9,42.0,11606.0
audi,Audi e-tron,blau,09/2020,2020,49888,230.0,313.0,Automatik,Elektro,,,29858.0
audi,Audi A6 allroad,braun,05/2020,2020,59980,210.0,286.0,Automatik,Diesel,7.6,199.4,38450.0
audi,Audi SQ7,braun,02/2020,2020,94870,320.0,435.0,Automatik,Diesel,9.5,250.0,60869.0
audi,Audi A6 allroad,braun,06/2020,2020,44520,170.0,231.0,Automatik,Diesel,7.4,193.0,93200.0
audi,Audi Q7,braun,12/2020,2020,60180,210.0,286.0,Automatik,Diesel,8.0,209.0,43500.0
audi,Audi Q7,braun,03/2020,2020,61360,170.0,231.0,Automatik,Diesel,8.2,215.0,82371.0
audi,Audi A6,braun,01/2020,2020,37990,170.0,231.0,Automatik,Diesel,,145.0,138500.0
audi,Audi A6,braun,09/2020,2020,42880,210.0,286.0,Automatik,Diesel,5.8,150.0,51500.0
audi,Audi A6 allroad,braun,03/2020,2020,47750,210.0,286.0,Automatik,Diesel,7.6,199.0,80554.0
audi,Audi A6,braun,12/2020,2020,41550,196.0,266.0,Automatik,Benzin,6.7,165.0,14250.0
audi,Audi Q7,braun,09/2020,2020,73888,280.0,381.0,Automatik,Hybrid,,,38195.0
audi,Audi A6,braun,05/2020,2020,44980,170.0,231.0,Automatik,Diesel,5.9,155.0,55000.0
audi,Audi A6,braun,04/2020,2020,37950,150.0,204.0,Automatik,Diesel,4.4,116.0,72084.0
audi,Audi RS4,braun,12/2020,2020,76330,331.0,450.0,Automatik,Benzin,10.7,249.0,23000.0
audi,Audi A6 allroad,braun,02/2020,2020,51890,170.0,231.0,Automatik,Diesel,5.8,152.0,30550.0
audi,Audi A6,braun,03/2020,2020,49890,270.0,367.0,Automatik,Hybrid,1.9,43.0,63300.0
audi,Audi A4,braun,05/2020,2020,29990,110.0,150.0,Automatik,Benzin,6.0,129.0,47100.0
audi,Audi A4 allroad,braun,04/2020,2020,39940,210.0,286.0,Automatik,Diesel,6.1,160.0,107219.0
audi,Audi A6,braun,12/2020,2020,46448,220.0,299.0,Automatik,Hybrid,1.6,35.0,9642.0
audi,Audi A6,braun,04/2020,2020,49960,210.0,286.0,Automatik,Diesel,5.8,150.0,52721.0
audi,Audi A6,braun,03/2020,2020,37980,170.0,231.0,Automatik,Diesel,5.9,155.0,89783.0
audi,Audi A6,braun,05/2020,2020,36950,150.0,204.0,Automatik,Diesel,4.4,116.0,76470.0
audi,Audi A5,braun,05/2020,2020,45900,180.0,245.0,Automatik,Benzin,7.0,160.0,68060.0
audi,Audi Q7,braun,12/2020,2020,59980,210.0,286.0,Automatik,Diesel,8.0,209.0,43500.0
audi,Audi Q5,braun,01/2020,2020,36370,170.0,231.0,Automatik,Diesel,8.0,208.0,87036.0
audi,Audi Q5,braun,01/2020,2020,44850,210.0,286.0,Automatik,Diesel,8.4,221.0,66014.0
audi,Audi A6,braun,03/2020,2020,41900,210.0,286.0,Automatik,Diesel,5.9,155.0,141000.0
audi,Audi Q5,braun,09/2020,2020,39947,270.0,367.0,Automatik,Hybrid,,,48680.0
audi,Audi A3,bronze,12/2020,2020,128780,110.0,150.0,Schaltgetriebe,Benzin,4.8,114.0,33128.0
audi,Audi Q7,gelb,03/2020,2020,64880,270.0,367.0,Automatik,Hybrid,3.0,69.0,50316.0
audi,Audi A1,gelb,01/2020,2020,18970,85.0,116.0,Schaltgetriebe,Benzin,4.9,111.0,28715.0
audi,Audi A1,gelb,02/2020,2020,28950,110.0,150.0,Automatik,Benzin,5.1,116.0,18167.0
audi,Audi A1,gelb,12/2020,2020,24440,81.0,110.0,Automatik,Benzin,6.1,138.0,17900.0
audi,Audi A3,gelb,12/2020,2020,31970,110.0,150.0,Automatik,Hybrid,,,37095.0
audi,Audi TT,gelb,06/2020,2020,35970,180.0,245.0,Automatik,Benzin,6.7,171.0,38000.0
audi,Audi RS3,gelb,10/2020,2020,52200,294.0,400.0,Automatik,Benzin,8.5,,33800.0
audi,Audi A1,gelb,04/2020,2020,22090,110.0,150.0,Schaltgetriebe,Benzin,5.5,142.0,17018.0
audi,Audi A1,gelb,06/2020,2020,23450,85.0,116.0,Automatik,Benzin,4.9,111.0,19400.0
audi,Audi A1,gelb,02/2020,2020,30990,147.0,200.0,Automatik,Benzin,,,21076.0
audi,Audi A3,gelb,12/2020,2020,23900,110.0,150.0,Schaltgetriebe,Benzin,4.9,113.0,85500.0
audi,Audi A3,gelb,12/2020,2020,19900,85.0,116.0,Schaltgetriebe,Diesel,,105.0,110000.0
audi,Audi R8,gelb,03/2020,2020,180000,456.0,620.0,Automatik,Benzin,13.4,305.0,5600.0
audi,Audi A3,gelb,12/2020,2020,37990,150.0,204.0,Automatik,Hybrid,1.4,31.0,19987.0
audi,Audi TTS,gelb,01/2020,2020,49500,225.0,306.0,Automatik,Benzin,7.2,,14300.0
audi,Audi A1,gelb,06/2020,2020,23650,85.0,116.0,Automatik,Benzin,4.9,111.0,19400.0
audi,Audi Q5,gelb,10/2020,2020,42780,170.0,231.0,Automatik,Diesel,8.3,217.0,102900.0
audi,Audi A1,gelb,04/2020,2020,19950,85.0,116.0,Schaltgetriebe,Benzin,5.4,122.0,33000.0
audi,Audi A1,gelb,03/2020,2020,26947,110.0,150.0,Automatik,Benzin,6.3,143.0,24429.0
audi,Audi A3,gelb,11/2020,2020,31940,110.0,150.0,Automatik,Benzin,4.8,111.0,9300.0
audi,Audi A1,gelb,07/2020,2020,24860,85.0,116.0,Automatik,Benzin,6.2,141.9,10869.0
audi,Audi A1,gelb,02/2020,2020,21998,85.0,116.0,Automatik,Benzin,4.9,111.0,39985.0
audi,Audi TTS,gelb,08/2020,2020,45980,225.0,306.0,Automatik,Benzin,7.2,165.0,30170.0
audi,Audi A1,gelb,04/2020,2020,19960,70.0,95.0,Automatik,Benzin,6.1,138.0,28000.0
audi,Audi A5,grau,03/2020,2020,32650,140.0,190.0,Automatik,Diesel,4.5,119.0,46016.0
audi,Audi e-tron,grau,10/2020,2020,47880,300.0,408.0,Automatik,Elektro,,0.0,19474.0
audi,Audi R8,grau,09/2020,2020,144890,396.0,538.0,Automatik,Benzin,,0.0,7450.0
audi,Audi Q7,grau,09/2020,2020,65100,210.0,286.0,Automatik,Diesel,8.6,226.0,56700.0
audi,Audi A6,grau,04/2020,2020,32780,150.0,204.0,Automatik,Diesel,6.1,159.0,87492.0
audi,Audi A4,grau,11/2020,2020,36990,140.0,190.0,Automatik,Benzin,5.9,136.0,76050.0
audi,Audi A4 allroad,grau,02/2020,2020,35450,140.0,190.0,Automatik,Diesel,6.3,166.0,63351.0
audi,Audi A4,grau,06/2020,2020,39990,180.0,245.0,Automatik,Benzin,6.7,153.0,63050.0
audi,Audi S5,grau,11/2020,2020,49230,255.0,347.0,Automatik,Diesel,7.0,184.0,44355.0
audi,Audi A4,grau,01/2020,2020,29990,140.0,190.0,Automatik,Diesel,5.3,140.0,100371.0
audi,Audi A4,grau,10/2020,2020,33499,150.0,204.0,Automatik,Benzin,6.4,154.0,33099.0
audi,Audi RS5,grau,11/2020,2020,73870,331.0,450.0,Automatik,Benzin,9.2,218.0,22981.0
audi,Audi Q5,grau,12/2020,2020,42460,270.0,367.0,Automatik,Hybrid,,55.0,42518.0
audi,Audi e-tron,grau,03/2020,2020,47780,230.0,313.0,Automatik,Elektro,,,37172.0
audi,Audi A4,grau,03/2020,2020,34749,140.0,190.0,Automatik,Diesel,5.3,139.0,56750.0
audi,Audi Q7,grau,04/2020,2020,69925,210.0,286.0,Automatik,Diesel,6.9,181.0,59644.0
audi,Audi A4,grau,04/2020,2020,35980,170.0,231.0,Automatik,Diesel,6.8,179.0,31435.0
audi,Audi RS4,grau,07/2020,2020,73950,331.0,450.0,Automatik,Benzin,9.9,225.0,46939.0
audi,Audi Q3,grau,10/2020,2020,28750,140.0,190.0,Automatik,Benzin,7.5,171.0,63250.0
audi,Audi RS3,grau,09/2020,2020,57490,408.0,555.0,Automatik,Benzin,8.5,194.0,22940.0
audi,Audi A8,grau,03/2020,2020,70590,320.0,435.0,Automatik,Diesel,7.2,189.0,123302.0
audi,Audi Q7,grau,01/2020,2020,67890,210.0,286.0,Automatik,Diesel,8.8,231.0,63493.0
audi,Audi A6,grau,03/2020,2020,36960,150.0,204.0,Automatik,Diesel,4.7,124.0,72347.0
audi,Audi A6,grau,08/2020,2020,46980,270.0,367.0,Automatik,Hybrid,,,70700.0
audi,Audi A4,grau,12/2020,2020,32900,150.0,204.0,Automatik,Diesel,4.7,123.0,17420.0
audi,Audi A6,grau,05/2020,2020,46150,270.0,367.0,Automatik,Hybrid,1.9,42.0,30760.0
audi,Audi S4,grau,03/2020,2020,50749,255.0,347.0,Automatik,Diesel,6.3,186.0,42750.0
audi,Audi A6,grau,03/2020,2020,36490,150.0,204.0,Automatik,Diesel,4.6,,79900.0
audi,Audi A5,grau,01/2020,2020,31885,110.0,150.0,Automatik,Benzin,6.0,136.0,45500.0
audi,Audi A6,grau,10/2020,2020,60930,270.0,367.0,Automatik,Hybrid,1.8,41.0,55491.0
audi,Audi A4,grau,05/2020,2020,29440,140.0,190.0,Automatik,Diesel,1.5,120.0,115314.0
audi,Audi A6,grau,03/2020,2020,48180,270.0,367.0,Automatik,Hybrid,,,28900.0
audi,Audi A3,grau,02/2020,2020,26789,150.0,204.0,Automatik,Hybrid,2.1,41.0,14390.0
audi,Audi A4,grau,10/2020,2020,32490,140.0,190.0,Automatik,Diesel,5.3,139.0,158800.0
audi,Audi Q5,grau,09/2020,2020,49879,185.0,252.0,Automatik,Hybrid,,46.0,28019.0
audi,Audi Q3,grau,03/2020,2020,30900,110.0,150.0,Automatik,Diesel,4.7,128.0,60800.0
audi,Audi S4,grau,05/2020,2020,52980,255.0,347.0,Automatik,Diesel,7.0,184.0,30057.0
audi,Audi RS7,grau,11/2020,2020,129785,441.0,600.0,Automatik,Benzin,11.6,265.0,17600.0
audi,Audi RS7,grau,11/2020,2020,129785,441.0,600.0,Automatik,Benzin,11.6,265.0,17600.0
audi,Audi S6,grau,03/2020,2020,60970,257.0,349.0,Automatik,Diesel,6.5,171.0,84800.0
audi,Audi A4,grau,01/2020,2020,29990,140.0,190.0,Automatik,Benzin,6.8,154.0,82038.0
audi,Audi RS6,grau,05/2020,2020,123900,441.0,600.0,Automatik,Benzin,11.7,268.0,44200.0
audi,Audi e-tron,grau,03/2020,2020,56190,230.0,313.0,Automatik,Elektro,,,30384.0
audi,Audi RS6,grau,05/2020,2020,125970,441.0,600.0,Automatik,Benzin,12.3,281.0,48729.0
audi,Audi A7,grau,10/2020,2020,62600,210.0,286.0,Automatik,Diesel,7.4,194.0,26000.0
audi,Audi SQ8,grau,12/2020,2020,109000,320.0,435.0,Automatik,Diesel,7.8,204.0,57517.0
audi,Audi S3,grau,02/2020,2020,36890,221.0,300.0,Automatik,Benzin,6.8,155.0,31200.0
audi,Audi A6,grau,04/2020,2020,47890,270.0,367.0,Automatik,Hybrid,1.9,44.0,71375.0
audi,Audi A3,grau,02/2020,2020,25990,150.0,204.0,Automatik,Hybrid,2.0,46.0,50802.0
audi,Audi e-tron,grau,03/2020,2020,54830,300.0,408.0,Automatik,Elektro,,,62039.0
audi,Audi RS4,grau,02/2020,2020,73670,331.0,450.0,Automatik,Benzin,9.8,224.0,57100.0
audi,Audi SQ5,grau,01/2020,2020,58950,255.0,347.0,Automatik,Diesel,6.8,177.0,40000.0
audi,Audi A6,grau,03/2020,2020,38980,180.0,245.0,Automatik,Benzin,6.7,152.0,77120.0
audi,Audi A3,grau,01/2020,2020,24470,110.0,150.0,Automatik,Hybrid,2.0,46.0,85900.0
audi,Audi RS6,grau,10/2020,2020,108890,441.0,600.0,Automatik,Benzin,11.7,268.0,92850.0
audi,Audi A4,grau,03/2020,2020,36950,180.0,245.0,Automatik,Benzin,6.7,153.0,19483.0
audi,Audi A4,grau,03/2020,2020,36950,180.0,245.0,Automatik,Benzin,6.7,153.0,19483.0
audi,Audi A3,grau,03/2020,2020,21995,150.0,204.0,Automatik,Hybrid,1.9,43.0,55088.0
audi,Audi A3,grau,07/2020,2020,25790,150.0,204.0,Automatik,Hybrid,1.9,43.0,16772.0
audi,Audi A4,grau,01/2020,2020,27250,140.0,190.0,Automatik,Diesel,4.7,122.0,88900.0
audi,Audi A3,grau,02/2020,2020,26900,150.0,204.0,Automatik,Hybrid,2.0,46.0,39150.0
audi,Audi A3,grau,03/2020,2020,29990,110.0,150.0,Automatik,Benzin,5.2,117.0,9599.0
audi,Audi A4,grau,03/2020,2020,29990,140.0,190.0,Automatik,Benzin,6.6,150.0,52500.0
audi,Audi A4,grau,03/2020,2020,44940,180.0,245.0,Automatik,Benzin,5.7,129.0,17690.0
audi,Audi A6 allroad,grau,01/2020,2020,57930,257.0,349.0,Automatik,Diesel,6.4,204.0,47882.0
audi,Audi A7,grau,11/2020,2020,50160,220.0,299.0,Automatik,Hybrid,,,23100.0
audi,Audi A1,grau,05/2020,2020,29925,110.0,150.0,Automatik,Benzin,5.1,116.0,32897.0
audi,Audi A4,grau,12/2020,2020,46575,140.0,190.0,Automatik,Diesel,4.2,110.0,23.0
audi,Audi e-tron,grau,03/2020,2020,48920,230.0,313.0,Automatik,Elektro,,,82803.0
audi,Audi SQ5,grau,03/2020,2020,57890,255.0,347.0,Automatik,Diesel,6.8,177.0,27450.0
audi,Audi A4 allroad,grau,05/2020,2020,44890,210.0,286.0,Automatik,Diesel,6.3,164.0,51150.0
audi,Audi S6,grau,03/2020,2020,58870,257.0,349.0,Automatik,Diesel,8.1,211.0,111804.0
audi,Audi A4,grau,03/2020,2020,60950,100.0,136.0,Automatik,Diesel,4.3,114.0,45500.0
audi,Audi S6,grau,03/2020,2020,36890,257.0,349.0,Automatik,Diesel,6.5,171.0,85711.0
audi,Audi A6,grau,10/2020,2020,72480,150.0,204.0,Automatik,Diesel,4.6,122.0,95000.0
audi,Audi Q8,grau,05/2020,2020,32900,210.0,286.0,Automatik,Diesel,6.8,179.0,92500.0
audi,Audi Q3,grau,08/2020,2020,42990,110.0,150.0,Automatik,Benzin,6.1,140.0,19248.0
audi,Audi S3,grau,03/2020,2020,87890,221.0,300.0,Automatik,Benzin,7.3,165.0,42413.0
audi,Audi SQ8,grau,01/2020,2020,41450,320.0,435.0,Automatik,Diesel,9.1,239.0,105630.0
audi,Audi A5,grau,06/2020,2020,29980,140.0,190.0,Automatik,Diesel,5.4,143.0,72993.0
audi,Audi A6,grau,02/2020,2020,45780,180.0,245.0,Automatik,Benzin,6.8,156.0,169490.0
audi,Audi Q5,grau,04/2020,2020,50970,270.0,367.0,Automatik,Hybrid,,,81300.0
audi,Audi SQ7,grau,04/2020,2020,69875,320.0,435.0,Automatik,Diesel,7.6,200.0,74099.0
audi,Audi A4,grau,03/2020,2020,24920,110.0,150.0,Schaltgetriebe,Benzin,6.8,154.0,55219.0
audi,Audi A4,grau,03/2020,2020,24920,110.0,150.0,Schaltgetriebe,Benzin,6.8,154.0,55219.0
audi,Audi A4,grau,03/2020,2020,36920,210.0,286.0,Automatik,Diesel,7.1,186.0,62868.0
audi,Audi A4,grau,11/2020,2020,24980,100.0,136.0,Automatik,Diesel,4.5,121.7,81582.0
audi,Audi Q5,grau,08/2020,2020,42890,180.0,245.0,Automatik,Benzin,7.1,162.0,35499.0
audi,Audi A4,grau,04/2020,2020,33390,140.0,190.0,Automatik,Benzin,6.0,137.0,52950.0
audi,Audi A3,grau,03/2020,2020,27980,150.0,204.0,Automatik,Hybrid,2.0,46.0,24673.0
audi,Audi SQ7,grau,02/2020,2020,94880,320.0,435.0,Automatik,Diesel,9.5,250.9,36182.0
audi,Audi SQ8,grau,03/2020,2020,102990,320.0,435.0,Automatik,Diesel,,,42195.0
audi,Audi Q5,grau,12/2020,2020,46180,220.0,299.0,Automatik,Hybrid,2.2,49.0,46321.0
audi,Audi A7,grau,01/2020,2020,56440,270.0,367.0,Automatik,Hybrid,,,60300.0
audi,Audi A5,grau,04/2020,2020,43440,140.0,190.0,Automatik,Benzin,7.1,170.0,42246.0
audi,Audi e-tron,grau,11/2020,2020,59940,300.0,408.0,Automatik,Elektro,,0.0,39100.0
audi,Audi RS5,grau,11/2020,2020,77980,331.0,450.0,Automatik,Benzin,9.8,221.6,32990.0
audi,Audi Q5,grau,05/2020,2020,47930,185.0,252.0,Automatik,Hybrid,,,65202.0
audi,Audi Q5,grau,09/2020,2020,43990,270.0,367.0,Automatik,Hybrid,2.2,49.0,27108.0
audi,Audi Q7,grau,02/2020,2020,59980,210.0,286.0,Automatik,Diesel,8.6,226.5,129296.0
audi,Audi RS6,grau,05/2020,2020,145123,441.0,600.0,Automatik,Benzin,12.6,288.5,7700.0
audi,Audi A1,grau,01/2020,2020,27450,110.0,150.0,Automatik,Benzin,,0.0,31700.0
audi,Audi e-tron,grau,09/2020,2020,56970,230.0,313.0,Automatik,Elektro,,,38977.0
audi,Audi A5,grau,06/2020,2020,42990,180.0,245.0,Automatik,Benzin,6.5,,51000.0
audi,Audi Q7,grau,03/2020,2020,74480,210.0,286.0,Automatik,Diesel,6.9,181.0,65000.0
audi,Audi Q5,grau,05/2020,2020,46990,210.0,286.0,Automatik,Diesel,8.1,,48700.0
audi,Audi A4,grau,02/2020,2020,27450,120.0,163.0,Automatik,Diesel,4.1,98.0,96800.0
audi,Audi Q5,grau,01/2020,2020,42950,140.0,190.0,Automatik,Diesel,5.6,149.0,29300.0
audi,Audi A6,grau,03/2020,2020,33590,170.0,231.0,Automatik,Diesel,5.9,155.0,116000.0
audi,Audi A3,grau,02/2020,2020,30999,110.0,150.0,Automatik,Hybrid,,,11441.0
audi,Audi RS3,grau,07/2020,2020,44990,360.0,489.0,Automatik,Benzin,8.5,194.0,116051.0
audi,Audi S5,grau,07/2020,2020,59900,260.0,354.0,Automatik,Benzin,7.5,170.0,15300.0
audi,Audi A4,grau,02/2020,2020,34760,140.0,190.0,Automatik,Diesel,5.3,138.0,101742.0
audi,Audi S5,grau,03/2020,2020,56900,260.0,354.0,Automatik,Benzin,,,5030.0
audi,Audi S4,grau,12/2020,2020,54900,260.0,354.0,Automatik,Benzin,,,7800.0
audi,Audi A4,grau,04/2020,2020,57800,210.0,286.0,Automatik,Diesel,5.8,,14500.0
audi,Audi e-tron,grau,12/2020,2020,59990,300.0,408.0,Automatik,Elektro,,0.0,5677.0
audi,Audi A8,grau,11/2020,2020,59900,330.0,449.0,Automatik,Hybrid,2.2,,34800.0
audi,Audi TTS,grau,02/2020,2020,42890,225.0,306.0,Automatik,Benzin,8.1,183.0,42043.0
audi,Audi A3,grau,03/2020,2020,25290,110.0,150.0,Automatik,Hybrid,,,33946.0
audi,Audi A3,grau,06/2020,2020,26930,110.0,150.0,Automatik,Hybrid,2.0,41.0,17005.0
audi,Audi A6,grau,10/2020,2020,37000,150.0,204.0,Automatik,Diesel,4.9,154.0,47000.0
audi,Audi A6,grau,04/2020,2020,35830,150.0,204.0,Automatik,Diesel,4.5,119.0,69809.0
audi,Audi A6,grau,03/2020,2020,35980,150.0,204.0,Automatik,Diesel,4.5,118.0,66964.0
audi,Audi Q5,grau,04/2020,2020,36480,120.0,163.0,Automatik,Diesel,5.7,149.0,26496.0
audi,Audi Q2,grau,05/2020,2020,24880,110.0,150.0,Automatik,Benzin,5.2,119.0,24880.0
audi,Audi A4 allroad,grau,07/2020,2020,39877,180.0,245.0,Automatik,Benzin,7.8,177.0,57865.0
audi,Audi S4,grau,05/2020,2020,39891,255.0,347.0,Automatik,Diesel,6.3,165.0,139300.0
audi,Audi e-tron,grau,10/2020,2020,46880,265.0,360.0,Automatik,Elektro,,0.0,39532.0
audi,Audi A6,grau,09/2020,2020,37990,150.0,204.0,Automatik,Diesel,4.4,156.0,66000.0
audi,Audi A6,grau,07/2020,2020,49900,250.0,340.0,Automatik,Benzin,7.0,159.0,18025.0
audi,Audi A5,grau,04/2020,2020,34999,140.0,190.0,Automatik,Diesel,5.2,,53500.0
audi,Audi A4,grau,02/2020,2020,35490,170.0,231.0,Automatik,Diesel,5.5,187.0,49098.0
audi,Audi A7,grau,04/2020,2020,43880,270.0,367.0,Automatik,Hybrid,2.1,48.0,178700.0
audi,Audi A7,grau,10/2020,2020,62500,180.0,245.0,Automatik,Benzin,6.5,,22900.0
audi,Audi e-tron,grau,02/2020,2020,49450,265.0,360.0,Automatik,Elektro,,0.0,59132.0
audi,Audi A6,grau,07/2020,2020,37890,150.0,204.0,Automatik,Diesel,4.4,156.0,68000.0
audi,Audi A6,grau,10/2020,2020,59500,210.0,286.0,Automatik,Diesel,5.8,151.0,46000.0
audi,Audi RS3,grau,10/2020,2020,45000,294.0,400.0,Automatik,Benzin,8.5,194.0,43200.0
audi,Audi A5,grau,01/2020,2020,40900,140.0,190.0,Automatik,Diesel,5.8,151.0,40800.0
audi,Audi A6,grau,10/2020,2020,47990,185.0,252.0,Automatik,Hybrid,1.9,44.0,86000.0
audi,Audi A4,grau,02/2020,2020,36000,180.0,245.0,Automatik,Benzin,6.7,153.0,54239.0
audi,Audi Q5,grau,01/2020,2020,36900,140.0,190.0,Automatik,Diesel,5.6,149.0,65000.0
audi,Audi A4 allroad,grau,06/2020,2020,32980,180.0,245.0,Automatik,Benzin,7.8,177.1,61026.0
audi,Audi A4,grau,03/2020,2020,33890,210.0,286.0,Automatik,Diesel,6.1,160.0,128247.0
audi,Audi Q2,grau,05/2020,2020,26950,110.0,150.0,Automatik,Benzin,5.2,119.0,40768.0
audi,Audi A4,grau,06/2020,2020,34990,140.0,190.0,Automatik,Diesel,4.9,131.0,58777.0
audi,Audi Q5,grau,10/2020,2020,42500,150.0,204.0,Automatik,Diesel,,,12900.0
audi,Audi A5,grau,12/2020,2020,48990,195.0,265.0,Automatik,Hybrid,7.2,164.0,14000.0
audi,Audi A4,grau,02/2020,2020,32770,140.0,190.0,Automatik,Benzin,,,47010.0
audi,Audi A5,grau,01/2020,2020,46990,210.0,286.0,Automatik,Diesel,6.0,158.0,8000.0
audi,Audi Q5,grau,02/2020,2020,53760,210.0,286.0,Automatik,Diesel,6.2,162.0,42000.0
audi,Audi A4,grau,01/2020,2020,23900,140.0,190.0,Automatik,Diesel,4.6,120.0,126500.0
audi,Audi A6,grau,05/2020,2020,34749,150.0,204.0,Automatik,Diesel,4.9,129.0,55000.0
audi,Audi Q2,grau,07/2020,2020,29760,110.0,150.0,Automatik,Diesel,4.4,115.0,9229.0
audi,Audi A1,grau,05/2020,2020,23900,85.0,116.0,Automatik,Benzin,4.9,111.0,15900.0
audi,Audi S5,grau,02/2020,2020,44920,255.0,347.0,Automatik,Diesel,6.2,161.0,108814.0
audi,Audi A7,grau,05/2020,2020,58680,185.0,252.0,Automatik,Hybrid,2.1,48.0,24020.0
audi,Audi SQ7,grau,01/2020,2020,78780,320.0,435.0,Automatik,Diesel,9.1,238.0,49700.0
audi,Audi A5,grau,03/2020,2020,37280,140.0,190.0,Automatik,Benzin,6.6,151.0,19456.0
audi,Audi A4,grau,04/2020,2020,33460,140.0,190.0,Automatik,Benzin,6.0,137.0,41004.0
audi,Audi A5,grau,02/2020,2020,45000,180.0,245.0,Automatik,Benzin,6.4,,29999.0
audi,Audi A4,grau,01/2020,2020,39940,180.0,245.0,Automatik,Benzin,6.8,155.0,34432.0
audi,Audi A4,grau,05/2020,2020,29980,120.0,163.0,Automatik,Diesel,5.5,144.0,64178.0
audi,Audi A1,grau,11/2020,2020,25950,81.0,110.0,Automatik,Benzin,4.8,136.0,12600.0
audi,Audi A6,grau,04/2020,2020,32580,150.0,204.0,Automatik,Diesel,,0.0,126792.0
audi,Audi A3,grau,07/2020,2020,31460,110.0,150.0,Schaltgetriebe,Benzin,5.3,121.0,5975.0
audi,Audi A5,grau,11/2020,2020,31800,150.0,204.0,Automatik,Diesel,5.0,131.0,85184.0
audi,Audi A4,grau,02/2020,2020,34997,140.0,190.0,Automatik,Diesel,5.9,154.0,64000.0
audi,Audi S5,grau,04/2020,2020,55899,260.0,354.0,Automatik,Benzin,8.8,203.0,37861.0
audi,Audi A6,grau,02/2020,2020,36925,150.0,204.0,Automatik,Diesel,4.9,129.0,54726.0
audi,Audi Q5,grau,05/2020,2020,46900,185.0,252.0,Automatik,Hybrid,,,26008.0
audi,Audi S3,grau,07/2020,2020,41390,221.0,300.0,Automatik,Benzin,6.8,155.0,27500.0
audi,Audi A4,grau,07/2020,2020,30000,170.0,231.0,Automatik,Diesel,5.1,134.0,75000.0
audi,Audi A4,grau,02/2020,2020,34425,140.0,190.0,Automatik,Diesel,5.3,139.0,74764.0
audi,Audi Q2,grau,04/2020,2020,21980,85.0,116.0,Schaltgetriebe,Benzin,5.1,117.0,20497.0
audi,Audi RS6,grau,07/2020,2020,132950,441.0,600.0,Automatik,Benzin,12.8,290.0,17650.0
audi,Audi SQ5,grau,05/2020,2020,55490,255.0,347.0,Automatik,Diesel,8.1,214.0,33500.0
audi,Audi A4,grau,08/2020,2020,44830,180.0,245.0,Automatik,Benzin,7.5,170.0,27900.0
audi,Audi A4,grau,10/2020,2020,24950,100.0,136.0,Automatik,Diesel,,103.0,94189.0
audi,Audi A3,grau,08/2020,2020,23890,110.0,150.0,Automatik,Hybrid,2.0,46.0,25075.0
audi,Audi Q5,grau,08/2020,2020,39450,120.0,163.0,Automatik,Diesel,7.8,205.0,27600.0
audi,Audi A4,grau,10/2020,2020,25870,120.0,163.0,Automatik,Hybrid (Elektro/Diesel),,,85768.0
audi,Audi A1,grau,07/2020,2020,29420,147.0,200.0,Automatik,Benzin,6.0,137.0,25920.0
audi,Audi A3,grau,10/2020,2020,21650,110.0,150.0,Schaltgetriebe,Benzin,7.0,158.0,40372.0
audi,Audi A6,grau,03/2020,2020,51980,270.0,367.0,Automatik,Hybrid,,,37700.0
audi,Audi RS3,grün,09/2020,2020,47500,294.0,400.0,Automatik,Benzin,8.5,194.0,50000.0
audi,Audi RS5,grün,11/2020,2020,72970,331.0,450.0,Automatik,Benzin,9.4,214.0,33500.0
audi,Audi A1,grün,03/2020,2020,25930,147.0,200.0,Automatik,Benzin,6.0,137.0,71919.0
audi,Audi RS4,grün,09/2020,2020,68890,331.0,450.0,Automatik,Benzin,9.2,211.0,71284.0
